loss_event_id,campaign_id,event_start_datetime,event_end_datetime,duration_hours,island,area,system_id,system_name,functional_location,asset_id,impact_scope,event_type,cause_category,failure_mode,event_description,root_cause_status,baseline_rate_adt_day,actual_rate_adt_day,production_loss_adt,operations_comment,history_coverage_eligible,maintenance_context,prior_confirmed_notification_count_180d,latest_prior_notification_id,latest_prior_notification_date,latest_prior_responsible_discipline,latest_prior_work_order_id,latest_prior_closure_code,latest_prior_action_type,latest_prior_risk_class,latest_prior_risk_sort_order,days_from_latest_notification_to_loss,latest_completed_corrective_notification_id,latest_completed_corrective_date,days_from_corrective_completion_to_loss
LE000053,C1,2023-08-09T16:00:00,2023-08-09T19:15:00,3.25,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-FWS,Feedwater System,PLT-RU-RB-FWS,M-RB-FWS-01,Area,Area Shutdown,Equipment Failure,MOTOR_OVERHEATING,Motor temperature rising at normal load; area operation stopped and mill output reduced.,Probable,4172.78,1616.74,346.13,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000054,C1,2023-08-11T18:45:00,2023-08-12T09:45:00,15.00,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-BLF,Black Liquor Firing,PLT-RU-RB-BLF,P-RB-BLF-01,Mill,Mill Shutdown,Equipment Failure,PUMP_BEARING_VIBRATION,Elevated vibration at pump bearing housing; mill production stopped for recovery.,Probable,4308.42,85.96,2639.04,Shift coordinated isolation and a staged mill restart.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000221,2023-07-04,Mechanical,,MONITOR_CONDITION,Inspection only,R5,5,38,,,
LE000055,C1,2023-08-13T17:15:00,2023-08-13T22:00:00,4.75,Recovery & Utilities,Utilities,SYS-RU-UTL-ELD,Electrical Distribution,PLT-RU-UTL-ELD,CB-UTL-ELD-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Probable,4171.56,2705.47,290.16,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000056,C1,2023-08-15T18:30:00,2023-08-17T18:30:00,48.00,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,PLT-RU-CAU-WLC,FV-CAU-WLC-01,Area,Area Shutdown,Equipment Failure,VALVE_STICTION,Valve travel sticks during small command changes; area operation stopped and mill output reduced.,Confirmed,4270.81,1222.51,6096.60,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000157,2023-05-01,Valves,,NO_ACTION_REQUIRED,Inspection only,R2,2,106,,,
LE000057,C1,2023-08-19T13:00:00,2023-08-19T16:30:00,3.50,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-STM,Steam / Pressure Control,PLT-RU-RB-STM,,System,Production Rate Reduction,Process Upset,PROCESS_RESTRICTION,Process restriction limited transfer capacity; mill throughput reduced during stabilization.,Under Investigation,4249.95,3380.26,126.83,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000058,C1,2023-08-20T14:00:00,2023-08-20T17:30:00,3.50,Recovery & Utilities,Causticizing,SYS-RU-CAU-REA,Causticizing Reactors,PLT-RU-CAU-REA,FV-CAU-REA-01,Area,Area Shutdown,Equipment Failure,VALVE_STICTION,Valve travel sticks during small command changes; area operation stopped and mill output reduced.,Probable,4251.79,1237.85,439.53,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000217,2023-07-03,Instrumentation,WO0000125,WORK_COMPLETED,Valve overhaul,R7,7,48,,,
LE000059,C1,2023-08-22T03:15:00,2023-08-22T17:30:00,14.25,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,PLT-RU-EVA-CIR,M-EVA-CIR-01,System,Production Rate Reduction,Equipment Failure,TERMINAL_HEATING,Localized heating at electrical connection; mill throughput reduced during stabilization.,Confirmed,4264.24,2962.82,772.72,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000060,C1,2023-08-30T00:30:00,2023-08-30T06:45:00,6.25,Recovery & Utilities,Causticizing,SYS-RU-CAU-GLC,Green Liquor Clarification,PLT-RU-CAU-GLC,LT-CAU-GLC-01,System,Production Rate Reduction,Instrumentation / Control,CONTROL_SEQUENCE_DEVIATION,Control sequence response differs from approved logic; mill throughput reduced during stabilization.,Under Investigation,4161.47,3268.58,232.52,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000061,C1,2023-09-01T10:30:00,2023-09-02T04:15:00,17.75,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-FWS,Feedwater System,PLT-RU-RB-FWS,FV-RB-FWS-01,System,Production Rate Reduction,Equipment Failure,VALVE_STICTION,Valve travel sticks during small command changes; mill throughput reduced during stabilization.,Probable,4072.68,3646.26,315.37,Throughput was limited until operating conditions stabilized.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000206,2023-06-20,Valves,WO0000119,WORK_COMPLETED,Valve overhaul,R2,2,73,N0000206,2023-07-07,56
LE000062,C1,2023-09-03T16:30:00,2023-09-03T18:15:00,1.75,Fiber Line,Bleaching,SYS-FL-BLE-TWR,Bleaching Towers,PLT-FL-BLE-TWR,PV-BLE-TWR-01,System,Production Rate Reduction,Instrumentation / Control,POSITIONER_DEVIATION,Valve feedback differs from demanded position; mill throughput reduced during stabilization.,Confirmed,4251.85,3133.63,81.54,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000063,C1,2023-09-07T00:45:00,2023-09-07T04:15:00,3.50,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-AIR,Combustion Air,PLT-RU-RB-AIR,FT-RB-AIR-01,Area,Area Shutdown,Instrumentation / Control,CONTROL_SEQUENCE_DEVIATION,Control sequence response differs from approved logic; area operation stopped and mill output reduced.,Probable,4211.17,1645.19,374.21,Available buffers were used while the affected area recovered.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000173,2023-05-15,Automation,WO0000100,WORK_COMPLETED,Control logic correction,R4,4,115,N0000173,2023-06-03,96
LE000064,C1,2023-09-09T05:30:00,2023-09-09T07:00:00,1.50,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,PLT-RU-LIM-LMF,FV-LIM-LMF-01,Mill,Mill Shutdown,Equipment Failure,VALVE_STICTION,Valve travel sticks during small command changes; mill production stopped for recovery.,Probable,4360.76,45.05,269.73,Shift coordinated isolation and a staged mill restart.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000065,C1,2023-09-10T11:15:00,2023-09-10T15:15:00,4.00,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-STM,Steam / Pressure Control,PLT-RU-RB-STM,,System,Production Rate Reduction,Process Upset,FOULING,Deposits reduced effective process capacity; mill throughput reduced during stabilization.,Under Investigation,4271.55,3392.74,146.47,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000066,C1,2023-09-17T15:45:00,2023-09-17T17:30:00,1.75,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-LMF,Lime Mud Feed,PLT-RU-LIM-LMF,,Area,Area Shutdown,Process Upset,PROCESS_INSTABILITY,Process oscillations required reduced mill throughput; area operation stopped and mill output reduced.,Under Investigation,4076.39,1675.36,175.08,Available buffers were used while the affected area recovered.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000067,C1,2023-09-26T16:30:00,2023-09-26T19:30:00,3.00,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-IDF,Induced Draft,PLT-RU-LIM-IDF,FAN-LIM-IDF-01,System,Production Rate Reduction,Equipment Failure,LOW_LUBE_LEVEL,Lubricant level below normal mark; mill throughput reduced during stabilization.,Probable,4421.45,3293.28,141.02,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000290,2023-09-08,Lubrication,WO0000175,WORK_COMPLETED,Lubrication,R2,2,18,,,
LE000068,C1,2023-09-27T11:15:00,2023-09-27T12:15:00,1.00,Fiber Line,Drying,SYS-FL-DRY-LUB,Lubrication System,PLT-FL-DRY-LUB,PT-DRY-LUB-01,System,Production Rate Reduction,Instrumentation / Control,SIGNAL_DRIFT,Indicated value drifts from independent reference; mill throughput reduced during stabilization.,Confirmed,4110.57,3428.49,28.42,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000139,2023-04-18,Instrumentation,,MONITOR_CONDITION,Inspection only,R4,4,162,,,
LE000069,C1,2023-09-29T03:00:00,2023-09-29T17:45:00,14.75,Fiber Line,Digester,SYS-FL-DIG-IMP,Impregnation,PLT-FL-DIG-IMP,,Area,Area Shutdown,Process Upset,PROCESS_RESTRICTION,Process restriction limited transfer capacity; area operation stopped and mill output reduced.,Probable,4226.42,1011.17,1976.04,Available buffers were used while the affected area recovered.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000070,C1,2023-09-30T03:30:00,2023-09-30T05:00:00,1.50,Fiber Line,Bleaching,SYS-FL-BLE-DOS,Chemical Dosing,PLT-FL-BLE-DOS,FT-BLE-DOS-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Confirmed,4243.27,3872.48,23.17,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000071,C1,2023-10-04T02:45:00,2023-10-04T05:30:00,2.75,Fiber Line,Drying,SYS-FL-DRY-SHT,Sheet Handling / Cutter,PLT-FL-DRY-SHT,CUT-DRY-SHT-01,System,Production Rate Reduction,Equipment Failure,MECHANICAL_BINDING,Mechanism travel is uneven with elevated resistance; mill throughput reduced during stabilization.,Confirmed,4252.63,3782.93,53.82,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000317,2023-09-30,Mechanical,WO0000195,WORK_COMPLETED,Adjustment,R7,7,4,N0000123,2023-05-13,144
LE000072,C1,2023-10-07T09:15:00,2023-10-07T12:45:00,3.50,Recovery & Utilities,Causticizing,SYS-RU-CAU-REA,Causticizing Reactors,PLT-RU-CAU-REA,M-CAU-REA-01,System,Production Rate Reduction,Equipment Failure,MOTOR_OVERHEATING,Motor temperature rising at normal load; mill throughput reduced during stabilization.,Confirmed,4255.64,3283.28,141.80,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000073,C1,2023-10-15T03:30:00,2023-10-15T05:15:00,1.75,Recovery & Utilities,Causticizing,SYS-RU-CAU-LMH,Lime Mud Handling,PLT-RU-CAU-LMH,FV-CAU-LMH-01,System,Production Rate Reduction,Equipment Failure,VALVE_STICTION,Valve travel sticks during small command changes; mill throughput reduced during stabilization.,Probable,4209.64,2920.90,93.97,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000074,C1,2023-10-15T22:45:00,2023-10-16T01:00:00,2.25,Fiber Line,Digester,SYS-FL-DIG-BLC,Blow / Pressure Control,PLT-FL-DIG-BLC,PSHH-DIG-BLC-01,System,Production Rate Reduction,Instrumentation / Control,CONTROL_SEQUENCE_DEVIATION,Control sequence response differs from approved logic; mill throughput reduced during stabilization.,Probable,4260.94,2934.13,124.39,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000075,C1,2023-10-27T04:30:00,2023-10-27T19:15:00,14.75,Recovery & Utilities,Causticizing,SYS-RU-CAU-LMH,Lime Mud Handling,PLT-RU-CAU-LMH,M-CAU-LMH-01,Area,Area Shutdown,Equipment Failure,TERMINAL_HEATING,Localized heating at electrical connection; area operation stopped and mill output reduced.,Confirmed,4277.49,2213.32,1268.60,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000076,C1,2023-11-02T16:30:00,2023-11-02T17:15:00,0.75,Fiber Line,Digester,SYS-FL-DIG-IMP,Impregnation,PLT-FL-DIG-IMP,FV-DIG-IMP-01,Area,Area Shutdown,Equipment Failure,ACTUATOR_LEAKAGE,Actuator supply pressure decays while held; area operation stopped and mill output reduced.,Confirmed,4318.02,1369.68,92.14,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000077,C1,2023-11-05T22:00:00,2023-11-06T06:15:00,8.25,Fiber Line,Digester,SYS-FL-DIG-BLC,Blow / Pressure Control,PLT-FL-DIG-BLC,PSHH-DIG-BLC-01,Area,Area Shutdown,Instrumentation / Control,CONTROL_SEQUENCE_DEVIATION,Control sequence response differs from approved logic; area operation stopped and mill output reduced.,Probable,4082.21,1206.00,988.70,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000078,C1,2023-11-08T19:45:00,2023-11-09T06:30:00,10.75,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-SMT,Smelt Handling,PLT-RU-RB-SMT,,System,Production Rate Reduction,Process Upset,PROCESS_RESTRICTION,Process restriction limited transfer capacity; mill throughput reduced during stabilization.,Probable,4211.75,3689.16,234.08,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000079,C1,2023-11-10T06:45:00,2023-11-10T10:00:00,3.25,Recovery & Utilities,Evaporation,SYS-RU-EVA-BLF,Black Liquor Feed,PLT-RU-EVA-BLF,FT-EVA-BLF-01,Area,Area Shutdown,Instrumentation / Control,SIGNAL_DRIFT,Indicated value drifts from independent reference; area operation stopped and mill output reduced.,Probable,4298.53,1735.79,347.04,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000295,2023-09-13,Instrumentation,WO0000179,MONITOR_CONDITION,Inspection only,R4,4,58,,,
LE000080,C1,2023-11-10T18:15:00,2023-11-10T19:30:00,1.25,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-AIR,Combustion Air,PLT-RU-RB-AIR,M-RB-AIR-01,Area,Area Shutdown,Equipment Failure,OIL_CONTAMINATION,Oil sample shows elevated contamination; area operation stopped and mill output reduced.,Probable,4158.55,2112.78,106.55,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000081,C2,2023-12-09T04:30:00,2023-12-09T05:30:00,1.00,Recovery & Utilities,Utilities,SYS-RU-UTL-CWT,Cooling Water,PLT-RU-UTL-CWT,,System,Production Rate Reduction,Process Upset,FOULING,Deposits reduced effective process capacity; mill throughput reduced during stabilization.,Probable,4251.56,3310.27,39.22,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000082,C2,2023-12-18T18:45:00,2023-12-18T22:15:00,3.50,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-BLF,Black Liquor Firing,PLT-RU-RB-BLF,,Area,Area Shutdown,Process Upset,FOULING,Deposits reduced effective process capacity; area operation stopped and mill output reduced.,Probable,4190.90,1029.99,460.97,Available buffers were used while the affected area recovered.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000083,C2,2023-12-19T15:30:00,2023-12-19T19:00:00,3.50,Fiber Line,Bleaching,SYS-FL-BLE-DOS,Chemical Dosing,PLT-FL-BLE-DOS,,Area,Area Shutdown,Process Upset,PROCESS_INSTABILITY,Process oscillations required reduced mill throughput; area operation stopped and mill output reduced.,Probable,4157.88,1661.09,364.12,Available buffers were used while the affected area recovered.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000084,C2,2023-12-30T02:00:00,2023-12-30T05:30:00,3.50,Recovery & Utilities,Evaporation,SYS-RU-EVA-CON,Condensate System,PLT-RU-EVA-CON,LT-EVA-CON-01,System,Production Rate Reduction,Instrumentation / Control,SIGNAL_DRIFT,Indicated value drifts from independent reference; mill throughput reduced during stabilization.,Confirmed,4150.64,3534.70,89.82,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000085,C2,2023-12-31T14:00:00,2023-12-31T18:15:00,4.25,Recovery & Utilities,Evaporation,SYS-RU-EVA-CON,Condensate System,PLT-RU-EVA-CON,P-EVA-CON-01,System,Production Rate Reduction,Equipment Failure,LOW_FLOW,Delivered flow below expected operating range; mill throughput reduced during stabilization.,Confirmed,4301.33,3226.21,190.39,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000086,C2,2024-01-01T02:30:00,2024-01-01T09:30:00,7.00,Recovery & Utilities,Evaporation,SYS-RU-EVA-VAC,Vacuum System,PLT-RU-EVA-VAC,VAC-EVA-VAC-01,Area,Area Shutdown,Equipment Failure,PROCESS_RESTRICTION,Process differential pressure above normal operating range; area operation stopped and mill output reduced.,Probable,4025.67,1590.39,710.29,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000155,2023-05-03,243
LE000087,C2,2024-01-07T17:45:00,2024-01-07T20:45:00,3.00,Fiber Line,Drying,SYS-FL-DRY-SHT,Sheet Handling / Cutter,PLT-FL-DRY-SHT,CUT-DRY-SHT-01,System,Production Rate Reduction,Equipment Failure,MECHANICAL_BINDING,Mechanism travel is uneven with elevated resistance; mill throughput reduced during stabilization.,Confirmed,4295.73,3091.93,150.48,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000317,2023-09-30,Mechanical,WO0000195,WORK_COMPLETED,Adjustment,R7,7,99,N0000123,2023-05-13,239
LE000088,C2,2024-01-10T02:45:00,2024-01-10T04:00:00,1.25,Fiber Line,Bleaching,SYS-FL-BLE-STW,Stage Washing,PLT-FL-BLE-STW,,System,Production Rate Reduction,Process Upset,PROCESS_RESTRICTION,Process restriction limited transfer capacity; mill throughput reduced during stabilization.,Probable,4201.09,3052.30,59.83,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000089,C2,2024-01-28T03:30:00,2024-01-28T10:15:00,6.75,Recovery & Utilities,Causticizing,SYS-RU-CAU-LMH,Lime Mud Handling,PLT-RU-CAU-LMH,P-CAU-LMH-01,System,Production Rate Reduction,Equipment Failure,OIL_DEGRADATION,Oil condition test indicates degraded lubricant; mill throughput reduced during stabilization.,Confirmed,4242.55,3188.71,296.39,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000090,C2,2024-01-30T08:45:00,2024-01-30T19:45:00,11.00,Fiber Line,Drying,SYS-FL-DRY-DRS,Dryer Section,PLT-FL-DRY-DRS,PV-DRY-DRS-01,Area,Area Shutdown,Instrumentation / Control,POSITIONER_DEVIATION,Valve feedback differs from demanded position; area operation stopped and mill output reduced.,Confirmed,4215.13,2191.46,927.52,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000413,2024-01-25,Valves,,NO_ACTION_REQUIRED,Inspection only,R5,5,5,,,
LE000091,C2,2024-02-06T12:45:00,2024-02-06T15:30:00,2.75,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-BLF,Black Liquor Firing,PLT-RU-RB-BLF,M-RB-BLF-01,System,Production Rate Reduction,Equipment Failure,OIL_CONTAMINATION,Oil sample shows elevated contamination; mill throughput reduced during stabilization.,Confirmed,4314.62,3286.98,117.75,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000092,C2,2024-02-13T00:15:00,2024-02-13T04:15:00,4.00,Fiber Line,Drying,SYS-FL-DRY-FOR,Forming Section,PLT-FL-DRY-FOR,M-DRY-FOR-01,Area,Area Shutdown,Equipment Failure,MOTOR_OVERHEATING,Motor temperature rising at normal load; area operation stopped and mill output reduced.,Probable,4209.45,2076.05,355.57,Available buffers were used while the affected area recovered.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000093,C2,2024-02-14T05:30:00,2024-02-14T06:45:00,1.25,Fiber Line,Bleaching,SYS-FL-BLE-STW,Stage Washing,PLT-FL-BLE-STW,FV-BLE-STW-01,System,Production Rate Reduction,Instrumentation / Control,POSITIONER_DEVIATION,Valve feedback differs from demanded position; mill throughput reduced during stabilization.,Probable,4305.40,3355.76,49.46,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000371,2023-12-09,Valves,,NO_ACTION_REQUIRED,Inspection only,R7,7,67,N0000242,2023-10-04,133
LE000094,C2,2024-02-16T23:30:00,2024-02-17T02:15:00,2.75,Fiber Line,Drying,SYS-FL-DRY-FOR,Forming Section,PLT-FL-DRY-FOR,,System,Production Rate Reduction,Process Upset,FOULING,Deposits reduced effective process capacity; mill throughput reduced during stabilization.,Probable,4261.66,2886.67,157.55,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000095,C2,2024-02-21T05:00:00,2024-02-21T14:45:00,9.75,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,PLT-RU-CAU-WLC,FV-CAU-WLC-01,System,Production Rate Reduction,Equipment Failure,VALVE_STICTION,Valve travel sticks during small command changes; mill throughput reduced during stabilization.,Confirmed,4345.32,3419.67,376.05,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,2,N0000382,2023-12-31,Valves,,MONITOR_CONDITION,Inspection only,R5,5,52,,,
LE000096,C2,2024-02-23T17:30:00,2024-02-24T01:45:00,8.25,Recovery & Utilities,Causticizing,SYS-RU-CAU-WLC,White Liquor Clarification,PLT-RU-CAU-WLC,M-CAU-WLC-01,System,Production Rate Reduction,Equipment Failure,TERMINAL_HEATING,Localized heating at electrical connection; mill throughput reduced during stabilization.,Confirmed,4266.26,3124.14,392.60,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000030,2023-02-07,381
LE000097,C2,2024-02-24T17:30:00,2024-02-25T01:45:00,8.25,Fiber Line,Drying,SYS-FL-DRY-HYD,Hydraulic System,PLT-FL-DRY-HYD,HPU-DRY-HYD-01,System,Production Rate Reduction,Equipment Failure,HYD_PRESS_INSTABILITY,Hydraulic header pressure oscillates under steady demand; mill throughput reduced during stabilization.,Probable,4186.93,2708.80,508.11,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,2,N0000383,2023-12-31,Hydraulics,WO0000229,MONITOR_CONDITION,Inspection only,R5,5,55,,,
LE000098,C2,2024-03-03T18:00:00,2024-03-04T10:45:00,16.75,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-BLF,Black Liquor Firing,PLT-RU-RB-BLF,P-RB-BLF-01,System,Production Rate Reduction,Equipment Failure,PUMP_BEARING_VIBRATION,Elevated vibration at pump bearing housing; mill throughput reduced during stabilization.,Probable,4413.26,4028.93,268.23,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000099,C2,2024-03-05T12:45:00,2024-03-05T18:15:00,5.50,Fiber Line,Drying,SYS-FL-DRY-DRS,Dryer Section,PLT-FL-DRY-DRS,TT-DRY-DRS-01,Area,Area Shutdown,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; area operation stopped and mill output reduced.,Confirmed,4213.10,2045.64,496.71,Available buffers were used while the affected area recovered.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000360,2023-11-13,Automation,WO0000219,WORK_COMPLETED,Instrument replacement,R3,3,113,N0000360,2023-11-21,105
LE000100,C2,2024-03-17T08:45:00,2024-03-17T18:00:00,9.25,Fiber Line,Digester,SYS-FL-DIG-CIR,Cooking Circulation,PLT-FL-DIG-CIR,P-DIG-CIR-01,Area,Area Shutdown,Equipment Failure,PUMP_BEARING_VIBRATION,Elevated vibration at pump bearing housing; area operation stopped and mill output reduced.,Confirmed,4150.68,2183.30,758.26,Available buffers were used while the affected area recovered.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000384,2023-12-31,Mechanical,WO0000230,MONITOR_CONDITION,Inspection only,R5,5,77,,,
LE000101,C2,2024-03-20T13:45:00,2024-03-20T18:15:00,4.50,Recovery & Utilities,Lime Kiln,SYS-RU-LIM-DRV,Kiln Drive,PLT-RU-LIM-DRV,DRV-LIM-DRV-01,System,Production Rate Reduction,Equipment Failure,OIL_CONTAMINATION,Oil sample shows elevated contamination; mill throughput reduced during stabilization.,Confirmed,4247.06,2760.29,278.77,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
LE000102,C2,2024-03-24T04:15:00,2024-03-24T06:30:00,2.25,Recovery & Utilities,Evaporation,SYS-RU-EVA-CIR,Evaporator Circulation,PLT-RU-EVA-CIR,PV-EVA-CIR-01,Mill,Mill Shutdown,Equipment Failure,VALVE_STICTION,Valve travel sticks during small command changes; mill production stopped for recovery.,Confirmed,4188.69,93.53,383.92,Shift coordinated isolation and a staged mill restart.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,N0000075,2023-03-18,372
LE000103,C2,2024-03-25T07:15:00,2024-03-25T11:00:00,3.75,Fiber Line,Drying,SYS-FL-DRY-HYD,Hydraulic System,PLT-FL-DRY-HYD,P-DRY-HYD-01,System,Production Rate Reduction,Equipment Failure,HYD_INTERNAL_LEAKAGE,Hydraulic pressure decays with no external leak; mill throughput reduced during stabilization.,Confirmed,4237.71,2914.55,206.74,Throughput was limited until operating conditions stabilized.,TRUE,POST_MAINTENANCE_RECURRENCE,1,N0000365,2023-12-05,Condition Monitoring,WO0000223,WORK_COMPLETED,Seal replacement,R2,2,111,N0000365,2023-12-13,103
LE000104,C2,2024-04-07T04:30:00,2024-04-07T07:15:00,2.75,Fiber Line,Bleaching,SYS-FL-BLE-STW,Stage Washing,PLT-FL-BLE-STW,,System,Production Rate Reduction,Process Upset,FOULING,Deposits reduced effective process capacity; mill throughput reduced during stabilization.,Under Investigation,4179.54,3354.61,94.52,Throughput was limited until operating conditions stabilized.,TRUE,SYSTEM_PROCESS_EVENT,0,,,,,,,,,,,,
LE000105,C2,2024-04-11T00:45:00,2024-04-11T09:30:00,8.75,Fiber Line,Bleaching,SYS-FL-BLE-DOS,Chemical Dosing,PLT-FL-BLE-DOS,FT-BLE-DOS-01,System,Production Rate Reduction,Instrumentation / Control,CALIBRATION_DEVIATION,Measured output outside calibration tolerance; mill throughput reduced during stabilization.,Probable,3984.50,3254.23,266.24,Throughput was limited until operating conditions stabilized.,TRUE,KNOWN_UNTREATED_DEFECT,1,N0000333,2023-10-16,Instrumentation,,NO_ACTION_REQUIRED,Inspection only,R7,7,178,,,
LE000106,C2,2024-04-11T19:15:00,2024-04-12T02:15:00,7.00,Recovery & Utilities,Utilities,SYS-RU-UTL-ELD,Electrical Distribution,PLT-RU-UTL-ELD,CB-UTL-ELD-01,System,Production Rate Reduction,Instrumentation / Control,INTERMITTENT_SIGNAL,Intermittent signal dropout at stable process conditions; mill throughput reduced during stabilization.,Confirmed,4121.83,3133.57,288.24,Throughput was limited until operating conditions stabilized.,TRUE,NO_PRIOR_DETECTION,0,,,,,,,,,,,,
